# x l P_ref P_forward P_backward_exp abs_err_forward rel_err_forward abs_err_backward rel_err_backward
0.9 44 1.646485088046278e-01 1.646485088046278e-01 1.327551302776199e-01 8.326672684688674e-17 5.057241480740719e-16 3.189337852700794e-02 1.937058450061802e-01
0.9 45 1.139831317272730e-01 1.139831317272729e-01 7.997974129472603e-02 6.938893903907228e-17 6.087649811649231e-16 3.400339043254695e-02 2.983194962032342e-01
0.9 46 4.187033896207400e-02 4.187033896207397e-02 1.252956412054710e-02 3.469446951953614e-17 8.286168772352730e-16 2.934077484152691e-02 7.007532197936986e-01
0.9 47 -3.699312102827580e-02 -3.699312102827580e-02 -5.596475707803415e-02 0.000000000000000e+00 0.000000000000000e+00 1.897163604975834e-02 5.128422669516669e-01
0.9 48 -1.068920370653137e-01 -1.068920370653137e-01 -1.119557550799507e-01 4.163336342344337e-17 3.894898494450464e-16 5.063718014636953e-03 4.737226601400527e-02
0.9 49 -1.542041842131562e-01 -1.542041842131561e-01 -1.446414097700828e-01 8.326672684688674e-17 5.399770912298158e-16 9.562774443073352e-03 6.201371572288043e-02
0.9 50 -1.700376599438368e-01 -1.700376599438367e-01 -1.480343522319359e-01 8.326672684688674e-17 4.896957937105794e-16 2.200330771190090e-02 1.294025554054823e-01


0.99 0 1.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
0.99 1 9.900000000000000e-01 9.900000000000000e-01 8.742910652198176e-01 0.000000000000000e+00 0.000000000000000e+00 1.157089347801824e-01 1.168777118991741e-01
0.99 2 9.701500000000000e-01 9.701499999999998e-01 7.983222318514291e-01 1.110223024625157e-16 1.144382852780659e-16 1.718277681485708e-01 1.771146401572652e-01
0.99 3 9.407475000000000e-01 9.407474999999997e-01 7.343709724083131e-01 2.220446049250313e-16 2.360299707679599e-16 2.063765275916869e-01 2.193750475995811e-01
0.99 4 9.022325437499999e-01 9.022325437499995e-01 6.735560358088305e-01 4.440892098500626e-16 4.922114735567725e-16 2.286765079411694e-01 2.534562841090928e-01
0.99 5 8.551803929624999e-01 8.551803929624995e-01 6.127800778846856e-01 4.440892098500626e-16 5.192930211036026e-16 2.424003150778143e-01 2.834493366225291e-01
0.99 6 8.002919601019374e-01 8.002919601019370e-01 5.508991448533457e-01 3.330669073875470e-16 4.161817486522325e-16 2.493928152485917e-01 3.116272906413120e-01
0.99 7 7.383821669624192e-01 7.383821669624189e-01 4.876273609934921e-01 3.330669073875470e-16 4.510765864751698e-16 2.507548059689271e-01 3.396003007500715e-01
0.99 8 6.703664323347954e-01 6.703664323347952e-01 4.231215370974923e-01 2.220446049250313e-16 3.312287045037145e-16 2.472448952373031e-01 3.688205186172324e-01
